"Source Name",URL,"Date Accessed",Title,"Program Name",Domain,"Data Source","Referrer URL"
places.sqlite,http://www.cnn.com/,"2009-11-16 20:57:09 EET","CNN.com - Breaking News, U.S., World, Weather, Entertainment & Video News","FireFox Analyzer",cnn.com,jo-2009-11-16.E01,
places.sqlite,"http://www.cnn.com/SHOWBIZ/","2009-11-16 20:58:02 EET","Entertainment News - Movie, TV, Music and Book - Reviews and Gossip - CNN.com","FireFox Analyzer",cnn.com,jo-2009-11-16.E01,http://www.cnn.com/
places.sqlite,http://www.cnn.com/US/,"2009-11-16 20:58:15 EET","U.S. News - Headlines, Stories and Video from CNN.com","FireFox Analyzer",cnn.com,jo-2009-11-16.E01,"http://www.cnn.com/SHOWBIZ/"
places.sqlite,http://www.cnn.com/TECH/,"2009-11-16 21:01:27 EET","Science and Technology News - Computers, Internet, Invention and Innovation Tech from CNN.com","FireFox Analyzer",cnn.com,jo-2009-11-16.E01,http://www.cnn.com/US/
places.sqlite,"http://www.cnn.com/video/","2009-11-16 21:01:45 EET","Video - Breaking News Videos from CNN.com","FireFox Analyzer",cnn.com,jo-2009-11-16.E01,http://www.cnn.com/TECH/
places.sqlite,http://www.google.com/,"2009-11-16 21:01:58 EET",Google,"FireFox Analyzer",google.com,jo-2009-11-16.E01,
places.sqlite,"http://www.google.com/#hl=en&source=hp&q=open+office.org&aq=f&aqi=g10&oq=&fp=1c443ffcb5a5cce1","2009-11-16 21:02:07 EET","open office.org - Google Search","FireFox Analyzer",google.com,jo-2009-11-16.E01,
places.sqlite,"http://www.openoffice.org/","2009-11-16 21:02:12 EET","OpenOffice.org - The Free and Open Productivity Suite","FireFox Analyzer",openoffice.org,jo-2009-11-16.E01,
places.sqlite,http://www.google.com/,"2009-11-16 21:03:40 EET",Google,"FireFox Analyzer",google.com,jo-2009-11-16.E01,
places.sqlite,http://www.uspto.gov/,"2009-11-16 21:03:44 EET","United States Patent and Trademark Office","FireFox Analyzer",uspto.gov,jo-2009-11-16.E01,
places.sqlite,http://www.google.com/,"2009-11-16 21:03:57 EET",Google,"FireFox Analyzer",google.com,jo-2009-11-16.E01,
